collections_item_count	Nɔŋ nɔi %1$d
collections_fabrics	Ntamai
collections_designs	Susumɔi
collections_looks	Shishifɔɔi
wardrobe_title	Mi Dadɔi
wardrobe_cat_top	Nɔ dadɔ
wardrobe_cat_bottom	Shishi dadɔ
wardrobe_cat_dress	Dadɔ
wardrobe_cat_shoes	Eshwiemɔi
wardrobe_cat_bag	Kotoku
wardrobe_cat_accessory	Nɔ ni abɔɔ mli
wardrobe_add	Bɔ dadɔ mli
wardrobe_name_hint	Nɔŋ nɔ din
wardrobe_notes_hint	Nɔŋmɔi (o shɔɔ lɛ)
wardrobe_empty_title	O dadɔi kɛ yɔɔ
wardrobe_empty_body	Kɛ dadɔi, eshwiemɔi kɛ nɔŋ nɔi ni oye shishifɔɔi ni o tsɔ o dadɔi kɛ.
wardrobe_add_photo	Bɔ shishifɔɔ mli
wardrobe_change_photo	Tsake shishifɔɔ
wardrobe_tab_items	Nɔŋ nɔi
wardrobe_tab_outfits	Dadɔ nɔŋmɔi
outfit_builder_title	Ŋwɛɛ dadɔ nɔŋmɔ
outfit_builder_save	Toɔ dadɔ nɔŋmɔ no mli
outfit_builder_name_hint	Dadɔ nɔŋmɔ no din
outfit_builder_empty	Yi nɔŋ kɛkɛ o shɔɔ o toɔ dadɔ nɔŋmɔ.
outfits_empty_title	Dadɔ nɔŋmɔi bɔ mli
outfits_empty_body	Bɔ o dadɔi kɛ mɔ nɔ dadɔ nɔŋmɔi ni o shikaŋ baɔ eko.
color_match_title	Ɛjɔŋmɔ susumɔi
color_match_subtitle	Ɛjɔŋmɔi ni naa ntama nɔŋ nɔ
color_role_complementary	Ni jɔŋ mɔ
color_role_analogous	Ni mli bɛɛ
color_role_neutral	Ni mli yɔɔ
color_role_metallic	Dadeɛ ɛjɔŋmɔ
color_why_complementary	Ɛye ɛjɔŋmɔi afãna ni mli kɛɛ mɔ — mli kɛɛ shikaŋ.
color_why_analogous	Ɛjɔŋmɔ ni mli bɛɛ — mli kɛɛ nyɛlɛ mɔ.
color_why_neutral_light	Ɛjɔŋmɔ ni mli yɔɔ ni mli wɛɛ mli kɛɛ ntama no tsɔɔ dɛŋ.
color_why_neutral_dark	Ɛjɔŋmɔ ni mli yɔɔ ni mli tsuŋ shishi ɛjɔŋmɔi ni hyerɛn shishi.
color_why_gold	Sika kɔkɔɔ kɛɛ ntama nɔŋ nɔ ɛjɔŋmɔi hyerɛ.
color_why_silver	Dadeɛ wɛɛ kɛɛ ɛjɔŋmɔi nɔŋ nɔ shiŋ nɔŋ nɔ.
color_why_bronze	Kɔbere ji dadeɛ ɛjɔŋmɔ ni mli tsɔɔ gbɛɛ gbɛɛ.
color_accessory_hint	Tsɔ ɛjɔŋmɔi nɔŋ nɔi eshwiemɔi, kotokui, dadeɛ mɔi, duku kɛ tai.
customizer_title	Tsake susumɔ nɔŋ nɔ
customizer_sleeve	Nsa
customizer_neckline	Ali mli
customizer_length	Ne kɛ yɔ
customizer_placement	Ntama no shi
customizer_accent	Ɛjɔŋmɔ ni mli kɛɛ
customizer_demo_note	Nɔŋmɔ no ŋwɛɛ ntama shi kɛ ɛjɔŋmɔi. Tɔɔmɔ nɔŋmɔi kɛɛ o tɔɔlɔ shiŋmɔ mli.
custom_sleeve_default	Akɛ mli ŋwɛɛ
custom_sleeve_short	Kɛkɛ
custom_sleeve_long	Kɛ yɔ
custom_sleeve_sleeveless	Nsa bɔ
custom_sleeve_puff	Nsa ni mli bɔɔ
custom_neck_default	Akɛ mli ŋwɛɛ
custom_neck_round	Ni mli dane
custom_neck_v	V-ali
custom_neck_high	Ali kɛ yɔ
custom_neck_off_shoulder	Ni mli je gbɔŋ nɔ
custom_length_default	Akɛ mli ŋwɛɛ
custom_length_mini	Kɛkɛ paa
custom_length_midi	Na shishi
custom_length_maxi	Shishi
custom_place_full	Dadɔ no fɛɛ
custom_place_full_desc	Ntama no toɔ susumɔ no fɛɛ nɔ.
custom_place_top	Nɔ nɔŋ
custom_place_top_desc	Ntama nɔ nɔ; shishi je ɛjɔŋ kɛkɛ anaa ni mli kɛɛ.
custom_place_skirt	Skirt nɔŋ
custom_place_skirt_desc	Ntama skirt nɔ; nɔ je ɛjɔŋ kɛkɛ anaa ni mli kɛɛ.
custom_place_panels	Kɛmɔi
custom_place_panels_desc	Ntama kɛ ni mli kɛɛ kɛmɔi tsɔɔ nɔɔ nɔɔ.
custom_place_accents	Ntintim bibii
custom_place_accents_desc	Dadɔ ɛjɔŋ kɛkɛ ni ntama atɔɔmɔi kɛ nɔŋmɔi ye mli.
tailors_title	Tɔɔlɔi
tailors_demo_banner	Nɔŋmɔ nɔŋmɔi — nɔŋmɔi nɔŋ. Yɛbiɔɔ tsuɔmɔ shishifɔɔi anɔkuale nɔŋ nɔ mli.
tailor_spec_kaba	Kaba kɛ slit
tailor_spec_bridal	Awarɛ dadɔi
tailor_spec_kaftan	Kaftanmɔi
tailor_spec_agbada	Agbada
tailor_spec_smock	Batakari
tailor_spec_suits	Afrika suitmɔi
tailor_hours_demo	Dzuŋ–Soji, 8:00–18:00 (nɔŋmɔ)
tailor_portfolio_demo	O shikaŋ bi tsuɔmɔ shishifɔɔi (nɔŋmɔ).
tailor_price_budget	Shikaŋ ni mli tsɔɔ
tailor_price_mid	Shishi
tailor_price_premium	Premium
tailor_verified	Amli kɛ shishi
tailor_not_verified	Amli kɛɛ shishi
tailor_delivery	Ɛkɛɛ mɔ
tailor_specialties	Ne nimɔɔ
tailor_request_quote	Bi shikaŋ (nɔŋmɔ)
tailor_quote_title	Tsuɔmɔ nɔŋmɔ
tailor_quote_body	Ɛkɛɛ tsuɔmɔ nɔŋmɔ ni o shikaŋ tsɔɔ tɔɔlɔ bi. Ntoma biɔɔ tɔɔlɔi nɔ ni eŋɔɔɔ sika fɔn nɔŋ nɔ mli.
tailor_quote_share	Kɛɛ nɔŋmɔ no mɔ
tailor_filter_all	Fɛɛ
brief_design	Susumɔ: %1$s
brief_fabric	Ntama: %1$s
brief_customizations	Tsakemɔi: %1$s
brief_measurements	Kɛkɛmɔi (cm): %1$s
brief_notes	Nɔŋmɔi: %1$s
brief_notes_hint	Toɔ nɔŋmɔi o tɔɔlɔ (akɛ nɔŋ "tɔɔ nsa no kɛ yɔ")
brief_include_measurements	Toɔ mi kɛkɛmɔi mli
brief_no_design	Ayiɔɔ susumɔ
brief_no_fabric	Ayiɔɔ ntama
measurements_title	Mi Kɛkɛmɔi
measurements_disclaimer	O nɔŋmɔi nɔŋ ye fɛŋ, ni ato mli fɔn nɔŋ nɔ nɔŋ. Ntoma ŋwɛɛɔ gbɔmɔ gbɛɛ kɛkɛmɔi.
measurement_height	Kɛ yɔ (cm)
measurement_chest	Nu (cm)
measurement_waist	Ali (cm)
measurement_hip	Klo (cm)
measurement_shoulder	Gbɔŋ (cm)
measurement_sleeve	Nsa (cm)
measurement_inseam	Na shishi kɛ yɔ (cm)
measurement_neck	Ali (cm)
measurement_notes	Nɔŋmɔi tɔɔlɔi
measurements_saved	Ato kɛkɛmɔi mli
result_variations	Ŋwɛɛ tsakemɔi 3 nɔŋ nɔi
result_variations_progress	Emɔŋ ŋwɛɛ tsakemɔi… (%1$d yɛ 3 mli)
result_variations_quota	Ba-kpɔmɔi femli eyɔɔɔ nɔ tsakemɔi 3.
result_compare	Bɔɔ mɔ
result_compare_original	Ni mli dɛŋ
result_compare_result	Ni mli ba
fabric_edit_title	Tsake ntama
fabric_notes_hint	Nɔŋmɔi (akɛ nɔŋ: awarɛ ntama)
fabric_amount_hint	Ne kɛ yɔ bɔɔ (cm)
fabric_wearer_hint	Gbɔmɔ ni bɔɔ (o shɔɔ lɛ)
fabric_occasion_hint	Ŋwɛɛ (o shɔɔ lɛ)
recs_not_interested	Misuɔɔ
recs_not_interested_undone	Abɔ susumɔ no ba eko
settings_reset_personalization	Shi suɔmɔi eko
settings_personalization_reset_done	Ashi suɔmɔi
search_intent_applied	Ayi lɛ o gbiŋmɔi nɔ
settings_data_saver	Data toomɔ
settings_data_saver_body	Tsɔ shishifɔɔi bibii ni o kɛ shishifɔɔi kɛ yɔi ŋwɛɛmɔ.
home_tools_title	Tsuɔmɔ nɔŋ nɔi
tool_color_ideas	Ɛjɔŋmɔ susumɔi
tool_wardrobe	Mi dadɔi
tool_tailors	Tɔɔlɔi
tool_collections	Nɔŋmɔi
profile_row_measurements	Mi Kɛkɛmɔi
profile_row_wardrobe	Mi Dadɔi
favorites_tab_collections	Nɔŋmɔi
favorites_tab_tailors	Tɔɔlɔi
analysis_ml_title	ML shikamɔ ni yɔ mɔ̃ lɛ nɔ
analysis_ml_mapped	Etsɔɔmɔ ntama: %1$s
analysis_ml_note	MobileNetV2 ni tsuɔ o mɔ̃ lɛ nɔ no eee nɔ ni eekpɔ. Susumɔ arare ji, edaŋ shishi mli, acɛ mɔ ekoookɛ efee shika.
print_trait_woven_strips	Kɛkɛi nwenei bibioo ni akpaashie
sample_picker_title	Ntama koookɛ ni yɔ odɛŋ?
sample_picker_body	Kɛ nhwɛsoɔ ntama yei mli ko sɔ hwɛ, ni tsuɔ o dɔɔmɔ nyinaa.
sample_cta	Sɔ nhwɛsoɔ ntama hwɛ
brief_pdf_action	PDF krataa
brief_pdf_design	Susumɔ
brief_pdf_fabric	Ntama
brief_pdf_custom	Nsakramɔi
brief_pdf_measurements	Kɔstoma kɛkɛmɔi (cm, susumɔ kwa)
brief_pdf_footer	Ntoma ji ni atsɔɔ nɔŋmɔ nɛɛ. Kɛkɛmɔi nɛɛ kɔstoma lɛ ji ji ehi eesusu — kɛ gbɔmɔ kadiemɔ hwɛ nɔŋ fɛɛ.
settings_cloud_url_hint	Cloud backend URL (o taomɔ)
settings_engine_saved	Atsɔɔ yitso fɔn lɛ mli
looks_section_title	Nɔɔ nɔ fɔtoi ni ji enɔɔ nɔ
looks_section_caption	Niŋmɔi ni awie mli \u2014 shikpoŋ niŋmɔi, ji bo nɔɔ fɔtoi looo
look_kente_women_1	Kente kaba kɛ slit
look_kente_women_2	Kente odɔ fɔtoi
look_kente_men_1	Kente aŋweyir fɔtoi
look_kente_men_2	Kente agbada
look_lace_women_1	Lace tɛklɛ fɔtoi
look_lace_women_2	Ladeŋ fɔtoi
look_smock_men_1	Atifi fugu
look_smock_men_2	Dɔŋmɔ batakari
look_ankara_women_1	Ankara enɔɔ mɔi
look_ankara_women_2	Ankara mermaid
look_ankara_men_1	Ankara fɔtoi kɛ trɔsi
look_ankara_men_2	Ankara nitsɔɔmɔ fɔtoi
looks_share_cd	Ha mɔɔ nɔŋ fɔtoi nɛ
notif_brief_ready_title	Tailor wɔlɔ ba ŋɔ
notif_brief_ready_body	Bo PDF wɔlɔ ni ji %1$s he ba ŋɔ.
fabric_fugu	Fugu (batakari nɔɔ)
fabric_fugu_desc	Nɔɔ ni a dɔŋ lɛ yɛ Gana Yigbeŋ; pii ji blutɔɔ, sɔŋ kɛ tɛklɛ.
fabric_gonja	Gonja nɔɔ
fabric_gonja_desc	Gonja nɔɔ ni a dɔŋɔ; pii ji kɔkɔɔloo anaa ɩɔŋ kɛ tɛklɛ kɛ sɔŋ.
wardrobe_remove_bg	Kɛ shikpoŋ
wardrobe_remove_bg_note	Ebɔɔ nii shikpoŋ ni ji tɛklɛ
contrib_title	Ha nɔɔ fɔtoi
contrib_body	Ha nɔɔ nɔ fɔtoi anɔɔmɔ koni nɔɔ niŋmɔ baŋ ŋɔ. Fɔtoi lɛ ba hi bo fonŋ lɛ mɔŋ ji bo nɔŋ kɛmɔɔ.
contrib_category	Nɔɔ nɔ
contrib_consent	Mi nɔŋ tsɔɔ fɔtoi nɛŋ kɛ mi ŋɔɔ ni a nɔɔtsɔɔmɔ nɔŋ
contrib_save	Kɛ ŋɔ
contrib_saved_count	Fɔtoi %1$d hi fon nɛŋ mli
contrib_export	Kɛ ya niŋmɔ mli
contrib_photo_needed	Tsɔɔ fɔtoi jiŋ
contrib_consent_needed	Ŋɔɔmɔ lɛ hiɔ
contrib_gallery	Bo nɔŋmɔ fɔtoi
contrib_delete_cd	Kɛ fɔtoi nɛŋ jɛ
contrib_edit_category	Tsakemɔ shishirii
contrib_delete_confirm	Ojie foto nɔŋ?
contrib_delete_confirm_body	Aaji foto nɔŋ kɛjɔ oboɔmɔ mli.
contrib_duplicate	Foto nɔŋ lɛ nɔŋ dedaw.
outfit_builder_surprise	Kɛmɔ bɔ mɔ
